ts	tid	pose	x	y	z	area	conf
2026-04-24 18:39:05	0	4	-110	400	0	255	60
2026-04-24 18:39:05	1	4	300	390	0	255	60
2026-04-24 18:39:06	0	4	-110	410	0	255	60
2026-04-24 18:39:06	1	4	300	390	0	255	60
2026-04-24 18:39:07	0	4	-110	410	0	255	60
2026-04-24 18:39:07	1	4	300	390	0	255	60
2026-04-24 18:39:08	0	4	-110	410	0	255	60
2026-04-24 18:39:08	1	4	300	390	0	255	60
2026-04-24 18:39:09	0	4	-110	410	0	255	60
2026-04-24 18:39:09	1	4	300	390	0	255	60
2026-04-24 18:39:10	0	4	-110	410	0	255	60
2026-04-24 18:39:10	1	4	300	390	0	255	60
2026-04-24 18:39:11	0	4	-60	400	130	255	60
2026-04-24 18:39:11	1	4	280	400	0	255	60
2026-04-24 18:39:12	0	4	-40	370	95	255	60
2026-04-24 18:39:12	1	1	220	380	0	255	60
2026-04-24 18:39:12	0	1	-30	330	113	255	60
2026-04-24 18:39:12	1	1	150	350	0	255	60
2026-04-24 18:39:13	0	1	-20	350	0	255	60
2026-04-24 18:39:13	1	1	170	350	67	255	60
2026-04-24 18:39:14	0	1	-30	370	78	255	60
2026-04-24 18:39:14	1	1	210	370	0	255	60
2026-04-24 18:39:15	0	1	-60	400	85	255	60
2026-04-24 18:39:15	1	1	180	410	0	255	60
2026-04-24 18:39:16	0	1	-70	410	0	255	60
2026-04-24 18:39:16	1	1	270	410	0	255	60
2026-04-24 18:39:17	0	4	-70	420	0	255	60
2026-04-24 18:39:17	1	1	280	410	0	255	60
2026-04-24 18:39:18	0	4	-70	420	0	255	60
2026-04-24 18:39:18	1	1	280	410	0	255	60
2026-04-24 18:39:19	0	4	-70	410	0	255	60
